ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/figure.py:84(add)
3,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/figure.py:100(__call__)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/figure.py:112(__contains__)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/figure.py:121(__init__)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/figure.py:155(update)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/figure.py:186(__init__)
3176,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/figure.py:230(<genexpr>)
1588,0.002,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/figure.py:231(<lambda>)
1588,0.019,0.000,0.567,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/figure.py:218(_get_draw_artists)
1588,0.007,0.000,0.013,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/figure.py:293(get_children)
3176,17.283,0.005,17.428,0.005,{built-in method matplotlib._image.resample}
3176/1588,0.023,0.000,35.687,0.022,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:114(_draw_list_compositing_images)
3176,0.063,0.000,18.031,0.006,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:161(_resample)
3176,0.778,0.000,0.814,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:202(_rgb_to_rgba)
1572,0.021,0.000,0.238,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:233(__init__)
1572,0.002,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:268(get_size)
1572,0.005,0.000,0.046,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:275(set_alpha)
3176,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:289(_get_scalar_alpha)
3144,0.006,0.000,0.043,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:302(changed)
1588,0.777,0.000,20.121,0.013,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:310(_make_image)
1588,0.030,0.000,21.288,0.013,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:622(draw)
1572,0.046,0.000,0.658,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:690(set_data)
3176,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:751(get_interpolation)
1572,0.005,0.000,0.010,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:762(set_interpolation)
1572,0.003,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:784(set_interpolation_stage)
1572,0.002,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:808(set_resample)
3176,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:822(get_resample)
1572,0.003,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:826(set_filternorm)
3176,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:839(get_filternorm)
1572,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:843(set_filterrad)
3176,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:858(get_filterrad)
1572,0.009,0.000,0.247,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:913(__init__)
1588,0.017,0.000,20.175,0.013,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:947(make_image)
1572,0.012,0.000,0.139,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:963(set_extent)
3160,0.004,0.000,0.008,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/image.py:991(get_extent)
9807,0.032,0.000,0.243,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:275(_get_layout_cache_key)
2215,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:363(<listcomp>)
9807,0.133,0.000,1.625,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:290(_get_layout)
4301,0.045,0.000,0.999,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:447(set_bbox)
5490,0.070,0.000,1.157,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:494(update_bbox_position_size)
15308,0.024,0.000,0.291,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:517(_update_clip_properties)
4719,0.006,0.000,0.022,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:524(set_clip_box)
3144,0.006,0.000,0.548,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:529(set_clip_path)
3144,0.006,0.000,0.019,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:534(set_clip_on)
4317,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:539(get_wrap)
59340,0.014,0.000,0.014,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:543(set_wrap)
4317,0.004,0.000,0.006,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:620(_get_wrapped_text)
9081,0.166,0.000,6.044,0.001,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:671(draw)
4317,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:741(get_color)
9791,0.008,0.000,0.010,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:779(get_fontsize)
14571,0.027,0.000,0.212,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:826(get_unitless_position)
14292,0.004,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:834(get_position)
34501,0.006,0.000,0.006,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:861(get_text)
4764,0.043,0.000,0.495,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:872(get_window_extent)
59342,0.161,0.000,0.852,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:936(set_color)
109660,0.110,0.000,0.211,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:957(set_horizontalalignment)
54621,0.056,0.000,0.341,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1052(set_fontsize)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1104(set_fontweight)
9528,0.011,0.000,0.141,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1138(set_position)
85006,0.047,0.000,0.163,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1149(set_x)
85006,0.039,0.000,0.119,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1160(set_y)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1171(set_rotation)
109660,0.141,0.000,0.280,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1195(set_verticalalignment)
77418,0.031,0.000,0.035,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1209(set_text)
6532,0.016,0.000,0.042,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1227(_preprocess_math)
59340,0.129,0.000,2.960,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1251(set_fontproperties)
59340,0.059,0.000,0.116,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1265(set_usetex)
13064,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1279(get_usetex)
59340,0.030,0.000,0.030,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1283(set_parse_math)
6532,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1295(get_parse_math)
1157,0.004,0.000,0.010,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1402(__init__)
3519,0.014,0.000,0.193,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1413(_get_xy)
4692/3519,0.018,0.000,0.092,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1424(_get_xy_transform)
1173,0.002,0.000,0.056,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1508(_get_ref_xy)
1157,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1525(set_annotation_clip)
1173,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1541(get_annotation_clip)
2346,0.004,0.000,0.144,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1549(_get_position_xy)
1173,0.005,0.000,0.303,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1554(_check_xy)
1157,0.008,0.000,0.475,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1615(__init__)
4692,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1837(xycoords)
1157,0.001,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1843(is_offset)
1157,0.003,0.000,0.005,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1841(xycoords)
1173,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1864(get_anncoords)
1157,0.001,0.000,0.005,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1883(set_figure)
1173,0.008,0.000,0.179,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1889(update_positions)
1173,0.009,0.000,2.027,0.002,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/text.py:1964(draw)
106924/50328,0.033,0.000,20.222,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/spines.py:200(_ensure_position_is_set)
4,0.000,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/spines.py:206(register_axis)
6292,0.008,0.000,35.738,0.006,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/spines.py:219(clear)
6292,0.023,0.000,20.203,0.003,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/spines.py:294(set_position)
106924/50328,0.370,0.000,20.481,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/spines.py:330(get_spine_transform)
4,0.000,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/spines.py:423(linear_spine)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/spines.py:536(__init__)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/spines.py:539(from_dict)
100636,0.073,0.000,0.073,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/spines.py:549(__getattr__)
30112,0.038,0.000,0.052,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/spines.py:556(__getitem__)
6337,0.005,0.000,0.007,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/spines.py:582(__iter__)
3176,0.004,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/spines.py:585(__len__)
4301,0.003,0.000,0.005,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:2151(<listcomp>)
4301,0.006,0.000,0.006,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:2152(<dictcomp>)
4301,0.025,0.000,0.047,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:2137(__new__)
4317,0.007,0.000,0.144,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:2277(call_wrapper)
4301,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:2318(__init__)
4317,0.019,0.000,0.138,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:2327(__call__)
4301,0.025,0.000,0.752,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:3875(__init__)
4301,0.014,0.000,0.065,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:3945(set_boxstyle)
5490,0.003,0.000,0.006,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:3992(set_mutation_scale)
4317,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:4003(get_mutation_scale)
4317,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:4018(get_mutation_aspect)
4317,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:4023(get_boxstyle)
4317,0.084,0.000,0.641,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:4027(get_path)
5490,0.011,0.000,0.018,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:4117(set_bounds)
5987,0.071,0.000,0.879,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:59(__init__)
1173,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:129(_process_radius)
1173,0.009,0.000,0.217,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:171(contains_point)
127646,0.237,0.000,11.412,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:276(get_transform)
4317,0.005,0.000,0.016,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:287(get_patch_transform)
8,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:306(get_facecolor)
5988,0.004,0.000,0.006,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:318(set_antialiased)
17852,0.037,0.000,0.117,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:331(_set_edgecolor)
7564,0.007,0.000,0.058,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:346(set_edgecolor)
17868,0.023,0.000,0.159,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:357(_set_facecolor)
7580,0.006,0.000,0.090,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:364(set_facecolor)
108,0.000,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:375(set_color)
4301,0.010,0.000,0.091,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:391(set_alpha)
7564,0.012,0.000,0.025,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:398(set_linewidth)
5987,0.017,0.000,0.036,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:418(set_linestyle)
5987,0.010,0.000,0.099,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:455(set_fill)
5991,0.010,0.000,0.020,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:477(set_capstyle)
5987,0.006,0.000,0.013,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:497(set_joinstyle)
5987,0.012,0.000,0.025,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:517(set_hatch)
12058,0.096,0.000,0.351,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:554(_bind_draw_path_function)
6029,0.066,0.000,2.014,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:606(draw)
1682,0.008,0.000,0.233,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:714(__init__)
2993,0.005,0.000,0.006,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:741(get_path)
125011,0.233,0.000,0.580,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:745(_convert_units)
123329,0.628,0.000,10.152,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:753(get_patch_transform)
108,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:775(get_width)
123329,0.221,0.000,3.697,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/patches.py:848(get_bbox)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/widgets.py:36(__init__)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/mathtext.py:406(__init__)
131272,0.724,0.000,3.028,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:658(__init__)
59343,0.063,0.000,1.479,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:687(_from_any)
73810,0.204,0.000,0.308,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:710(__hash__)
21332,0.015,0.000,0.163,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:721(__eq__)
74737,0.012,0.000,0.012,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:727(get_family)
74737,0.010,0.000,0.010,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:739(get_style)
74737,0.009,0.000,0.009,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:746(get_variant)
74737,0.010,0.000,0.010,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:752(get_weight)
74737,0.009,0.000,0.009,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:761(get_stretch)
927,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:769(get_size)
92348,0.013,0.000,0.013,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:775(get_size_in_points)
73813,0.009,0.000,0.009,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:778(get_file)
131272,0.081,0.000,0.171,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:794(set_family)
131272,0.165,0.000,0.310,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:807(set_style)
131272,0.130,0.000,0.245,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:817(set_variant)
131274,0.471,0.000,0.525,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:826(set_weight)
131272,0.268,0.000,0.326,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:844(set_stretch)
185893,0.299,0.000,0.420,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:862(set_size)
131272,0.027,0.000,0.027,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:887(set_file)
73810,0.009,0.000,0.009,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:907(get_math_fontfamily)
131272,0.062,0.000,0.116,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:915(set_math_fontfamily)
62486,0.112,0.000,1.391,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:943(copy)
262544,0.074,0.000,0.109,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:1022(_normalize_font_family)
51893,0.033,0.000,0.070,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:1109(get_default_size)
927,0.000,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:1122(_expand_aliases)
927,0.002,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:1130(score_family)
927,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:1160(score_style)
927,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:1177(score_variant)
927,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:1188(score_stretch)
927,0.001,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:1206(score_weight)
927,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:1224(score_size)
128034,0.068,0.000,0.115,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:1304(<genexpr>)
21339,0.133,0.000,0.539,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:1248(findfont)
3,0.004,0.001,0.015,0.005,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:1311(_findfont_cached)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:1403(_get_font)
8747,0.031,0.000,0.044,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/font_manager.py:1417(get_font)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/textpath.py:24(__init__)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_pylab_helpers.py:34(get_fig_manager)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_pylab_helpers.py:56(<genexpr>)
1,0.000,0.000,0.001,0.001,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_pylab_helpers.py:45(destroy)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_pylab_helpers.py:77(<genexpr>)
1,0.000,0.000,0.001,0.001,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_pylab_helpers.py:74(destroy_fig)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_pylab_helpers.py:82(destroy_all)
8,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_pylab_helpers.py:109(get_active)
